CP1 MT FUNNY|false|1065
-398.3453369140625,636.2913208007812,649.0438842773438|0.03312176465988159,1.382169330099714e-07,0.9994513392448425|-9.721746074831117e-09,1,-1.3797063047604752e-07|Freefall
-398.3275451660156,636.6663208007812,649.5768432617188|0.03287908807396889,1.4452096763761801e-07,0.9994593262672424|-9.862284322537107e-09,1,-1.4427470773625828e-07|Freefall
-398.3100891113281,636.9867553710938,650.1098022460938|0.032738640904426575,1.509368701135827e-07,0.9994639754295349|-1.003909577690365e-08,1,-1.5068897596393072e-07|Freefall
-398.2926330566406,637.252685546875,650.6427612304688|0.030741920694708824,1.575821784172149e-07,0.9995273351669312|-9.914932874721671e-09,1,-1.573517494080079e-07|Freefall
-398.2761535644531,637.464111328125,651.1758422851562|0.030618784949183464,1.646927643150775e-07,0.9995311498641968|-1.0105689618455926e-08,1,-1.644604452621934e-07|Freefall
-398.2599182128906,637.62109375,651.7090454101562|0.030548345297574997,1.7182658496039949e-07,0.9995332956314087|-1.0316182574854338e-08,1,-1.7159152321255533e-07|Freefall
-398.2436828613281,637.7235717773438,652.2422485351562|0.0305398590862751,1.789546502095618e-07,0.9995335340499878|-1.0537966055323977e-08,1,-1.7871619206744072e-07|Freefall
-398.2274475097656,637.7715454101562,652.7754516601562|0.03449791297316551,1.8698005987971555e-07,0.999404788017273|-1.1572679703419908e-08,1,-1.8669194901121955e-07|Freefall
-398.20916748046875,637.7649536132812,653.3084106445312|0.04265829920768738,1.492493737487166e-07,0.9990897178649902|-1.0236122172102569e-08,1,-1.4894830258072034e-07|Freefall
-398.1865234375,637.7039184570312,653.8412475585938|0.06504027545452118,1.4069757980905706e-07,0.9978826642036438|-1.2685188899297373e-08,1,-1.4016931970672886e-07|Freefall
-398.15234375,637.58837890625,654.37353515625|0.07852200418710709,1.6020761961499375e-07,0.9969123601913452|-1.4650570534513463e-08,1,-1.595498559936459e-07|Freefall
-398.1103515625,637.4183349609375,654.9051513671875|0.10569208115339279,1.7131604579390114e-07,0.9943988919258118|-1.8593496520225017e-08,1,-1.703047445289485e-07|Freefall
-398.0544738769531,637.1937866210938,655.4354858398438|0.1274424046278,1.724321663232331e-07,0.991845965385437|-2.1869903221727327e-08,1,-1.710396730913999e-07|Freefall
-397.986572265625,636.9147338867188,655.9644775390625|0.14138762652873993,1.605852446573408e-07,0.9899542927742004|-2.2634734975213178e-08,1,-1.589820612935e-07|Freefall
-397.9110412597656,636.5811767578125,656.4923706054688|0.1507527232170105,1.5607901104885968e-07,0.9885715246200562|-2.3659502801365306e-08,1,-1.542754120009704e-07|Freefall
-397.7900085449219,635.9786376953125,657.2831420898438|0.15717242658138275,1.6548086989587318e-07,0.9875711798667908|-2.62545043483442e-08,1,-1.6338508146418462e-07|Freefall
-397.66363525390625,635.2534790039062,658.0730590820312|0.1637522429227829,1.1096076235617147e-07,0.9865015149116516|-1.8907870824591555e-08,1,-1.0934049043953564e-07|Freefall
-397.57611083984375,634.7019653320312,658.5991821289062|0.17064043879508972,8.805007922774166e-08,0.9853333830833435|-1.6261898494462912e-08,1,-8.654446048694808e-08|Freefall
-397.485107421875,634.095947265625,659.1246948242188|0.17513589560985565,7.396189971586864e-08,0.9845442771911621|-1.474254318623025e-08,1,-7.250049804952141e-08|Freefall
-397.3916931152344,633.4353637695312,659.6498413085938|0.17755869030952454,6.407877606307011e-08,0.9841102361679077|-1.3722051939168978e-08,1,-6.263760354840997e-08|Freefall
-397.2969665527344,632.7202758789062,660.1747436523438|0.18368807435035706,5.816788473111956e-08,0.9829846024513245|-1.365655677432187e-08,1,-5.662279889406818e-08|Freefall
-397.1991271972656,631.9507446289062,660.698974609375|0.18608041107654572,5.8132854974246584e-08,0.9825345277786255|-1.4406121628951496e-08,1,-5.643787304165926e-08|Freefall
-397.09979248046875,631.126708984375,661.2229614257812|0.1941951960325241,6.426910914569817e-08,0.9809629321098328|-1.670039928569622e-08,1,-6.221027604169649e-08|Freefall
-396.9963684082031,630.2481689453125,661.7462158203125|0.20834822952747345,9.651461851944987e-08,0.9780547022819519|-2.4831866340946362e-08,1,-9.339042605915893e-08|Freefall
-396.9080505371094,629.6092529296875,662.1671752929688|0.2264971286058426,1.0459457655542792e-07,0.9740118384361267|-2.6137662700875808e-08,1,-1.0130725769386117e-07|Landed
-396.8189697265625,629.5819091796875,662.5540161132812|0.24820025265216827,9.667514433431279e-08,0.9687087535858154|-2.374635776902778e-08,1,-9.371371589850241e-08|Landed
-396.7215881347656,629.5556640625,662.939208984375|0.2672300338745117,8.873170287415633e-08,0.9636327624320984|-2.094280837638962e-08,1,-8.627264946881041e-08|Running
-396.6230773925781,630.421142578125,663.32421875|0.2881943881511688,8.074022161963512e-08,0.9575719237327576|-1.8179457939027088e-08,1,-7.8846298379176e-08|Jumping
-396.5145568847656,631.2321166992188,663.7319946289062|0.3033321797847748,8.724661171299886e-08,0.9528848528862|-1.9334668976966896e-08,1,-8.540568785520009e-08|Freefall
-396.38800048828125,631.9885864257812,664.175048828125|0.3174378275871277,1.284575148474687e-07,0.948279082775116|-3.229867573395495e-08,1,-1.2465180532217346e-07|Freefall
-396.2394104003906,632.6904907226562,664.651123046875|0.33001819252967834,1.484627318859566e-07,0.9439745545387268|-4.2660126098326145e-08,1,-1.4235989453936782e-07|Freefall
-396.0670166015625,633.3379516601562,665.1507568359375|0.3442833423614502,1.6209396846988966e-07,0.9388657808303833|-5.327324714698989e-08,1,-1.5311334777834418e-07|Freefall
-395.8835754394531,633.930908203125,665.6514282226562|0.35851362347602844,1.5863918179093162e-07,0.933524489402771|-5.7158441535420934e-08,1,-1.4798443714880705e-07|Freefall
-395.69244384765625,634.4693603515625,666.1492919921875|0.37639304995536804,1.667764166768393e-07,0.9264600872993469|-6.455976375718819e-08,1,-1.5378597595372412e-07|Freefall
-395.4919128417969,634.9533081054688,666.6434936523438|0.38341572880744934,1.4548227511568257e-07,0.9235758781433105|-5.747833853320117e-08,1,-1.3365895767947222e-07|Freefall
-395.2872619628906,635.3827514648438,667.1360473632812|0.38439542055130005,1.366734778684986e-07,0.9231685400009155|-5.4003699290205986e-08,1,-1.2556181161471613e-07|Freefall
-395.08203125,635.7577514648438,667.6282348632812|0.3883167803287506,1.295005773727098e-07,0.9215259552001953|-5.1567571546229374e-08,1,-1.1879863848207606e-07|Freefall
-394.8750305175781,636.0781860351562,668.1197509765625|0.390396386384964,1.250669896535328e-07,0.9206468462944031|-4.992261892766692e-08,1,-1.1467739113868447e-07|Freefall
-394.6667785644531,636.3441162109375,668.6107788085938|0.39064109325408936,1.2159912898823677e-07,0.9205430746078491|-4.8385373929704656e-08,1,-1.1156220125485561e-07|Freefall
-394.4584045410156,636.5555419921875,669.1017456054688|0.3907211422920227,1.1817958522897243e-07,0.9205090999603271|-4.683635523861085e-08,1,-1.0850477139001669e-07|Freefall
-394.2500305175781,636.7125244140625,669.5927124023438|0.3943738341331482,1.1567617264063301e-07,0.918950080871582|-4.6112315743584986e-08,1,-1.0608919609467193e-07|Freefall
-394.0398254394531,636.8150024414062,670.0828857421875|0.39459776878356934,1.1504859998012762e-07,0.9188539385795593|-4.5697486683593525e-08,1,-1.0558421337236723e-07|Freefall
-393.8292541503906,636.8629760742188,670.5728759765625|0.3965459167957306,1.1481762385301408e-07,0.9180148839950562|-4.5644554802493076e-08,1,-1.0535500649666574e-07|Freefall
-393.6178283691406,636.8563842773438,671.0625|0.3984898030757904,1.155519768758495e-07,0.9171727895736694|-4.5981973784137153e-08,1,-1.0600906819036027e-07|Freefall
-393.4052734375,636.7953491210938,671.5516357421875|0.4022986590862274,1.1837481395104987e-07,0.915508508682251|-4.7397367808343915e-08,1,-1.0847186615592364e-07|Freefall
-393.1907653808594,636.6798095703125,672.0399780273438|0.4025927186012268,1.2350403721939074e-07,0.9153792262077332|-4.930214458909177e-08,1,-1.1323761128778642e-07|Freefall
-392.9759521484375,636.509765625,672.5282592773438|0.4027296006679535,1.2876306243470026e-07,0.91531902551651|-5.122513258015715e-08,1,-1.1813716582764755e-07|Freefall
-392.7610778808594,636.2852172851562,673.0165405273438|0.4063688814640045,1.34938403562046e-07,0.9137091040611267|-5.401876990163146e-08,1,-1.2365735813091305e-07|Freefall
-392.54443359375,636.0061645507812,673.50390625|0.40839919447898865,1.4366146672273317e-07,0.9128034114837646|-5.76509116001489e-08,1,-1.3159117884242733e-07|Freefall
-392.3266296386719,635.672607421875,673.99072265625|0.4122524857521057,1.5477948522857332e-07,0.9110696315765381|-6.256918538838363e-08,1,-1.4157555483507167e-07|Freefall
-392.1068115234375,635.2845458984375,674.4766235351562|0.41795626282691956,1.7171822719319607e-07,0.908467173576355|-7.028328496971881e-08,1,-1.566846918876763e-07|Freefall
-391.88397216796875,634.8419799804688,674.961181640625|0.4238164722919464,1.4465794606621785e-07,0.9057480692863464|-6.001501873242887e-08,1,-1.3162886602913204e-07|Freefall
-391.6579895019531,634.3449096679688,675.4442749023438|0.43329766392707825,1.1544056377488232e-07,0.9012508988380432|-4.953457732881361e-08,1,-1.0427434915527556e-07|Freefall
-391.44012451171875,634.268798828125,675.8980712890625|0.44776618480682373,1.0130894878557228e-07,0.8941506743431091|-4.581177037721318e-08,1,-9.036059367417693e-08|Landed
-391.22613525390625,634.1663208007812,676.3274536132812|0.4617061913013458,8.806476614608982e-08,0.8870329260826111|-4.2174715275677954e-08,1,-7.732795381798496e-08|Landed
-391.0072021484375,634.00341796875,676.7503662109375|0.48098331689834595,7.487279418683102e-08,0.8767297267913818|-3.881479671008492e-08,1,-6.410586905758464e-08|Running
-390.7796630859375,633.7860107421875,677.1683349609375|0.5018879771232605,6.173173972001678e-08,0.864932656288147|-3.5306317869299164e-08,1,-5.088480037329646e-08|Running
-390.5508117675781,633.5140991210938,677.5855712890625|0.5373006463050842,4.868784841960405e-08,0.8433907628059387|-3.2353018042385884e-08,1,-3.711749130275166e-08|Running
-390.3502502441406,633.4711303710938,677.9133911132812|0.5664070844650269,3.574477247525465e-08,0.8241255879402161|-2.8601283119655818e-08,1,-2.3715806207746937e-08|Running
-390.1490783691406,633.4703369140625,678.2095947265625|0.6018153429031372,2.2946887057173626e-08,0.7986353039741516|-2.4585409263977454e-08,1,-1.020617546032554e-08|Running
-389.9358215332031,633.580078125,678.4964599609375|0.6461236476898193,1.0370507119716876e-08,0.7632327079772949|-2.0105664688685465e-08,1,3.4330784881575482e-09|Running
-389.64166259765625,633.8002319335938,678.8525390625|0.6946597099304199,-1.902186186342192e-09,0.7193385362625122|-1.4823543281750062e-08,1,1.6959337045818756e-08|Running
-389.31884765625,633.9658813476562,679.2340698242188|0.7416841387748718,-1.3806819687545158e-08,0.670749306678772|-8.633306514127526e-09,1,3.0130490102919794e-08|Running
-389.0790710449219,634.052978515625,679.517333984375|0.7812491059303284,-2.5331782893545096e-08,0.6242194175720215|-1.771810143047503e-09,1,4.2799065624876675e-08|Running
-388.9729919433594,633.951904296875,679.6426391601562|0.8064432740211487,-3.657185487782044e-08,0.5913114547729492|5.004827219323715e-09,1,5.502302613535903e-08|Running
-388.96417236328125,633.789794921875,679.653076171875|0.8064432740211487,-4.780232387702199e-08,0.5913114547729492|1.0002247918805551e-08,1,6.719991318959728e-08|Running
-388.9639892578125,633.5731811523438,679.6532592773438|0.8064432740211487,-5.902319344386342e-08,0.5913114547729492|1.4995404029605197e-08,1,7.936638013461561e-08|Running
-388.9639892578125,633.333251953125,679.6532592773438|0.8064432740211487,-7.023447068377209e-08,0.5913114547729492|1.9984293331276604e-08,1,9.152245183940977e-08|Running
-388.9639892578125,633.3010864257812,679.6532592773438|0.8064432740211487,-8.143616980760271e-08,0.5913114547729492|2.4968922929247128e-08,1,1.0366812830397976e-07|Running
-388.9639892578125,633.318115234375,679.6532592773438|0.8064432740211487,-9.262829792078264e-08,0.5913114547729492|2.994929459987361e-08,1,1.1580342373918029e-07|Running
-388.9639892578125,633.3328857421875,679.6532592773438|0.8064432740211487,-1.0381086212873925e-07,0.5913114547729492|3.492541722494025e-08,1,1.27928331039584e-07|Running
-388.9639892578125,633.341796875,679.6532592773438|0.8064432740211487,-5.98800085072071e-08,0.5913114547729492|2.0853031301726332e-08,1,7.282663005980794e-08|Running
-388.9639892578125,633.3468017578125,679.6532592773438|0.8064432740211487,-1.598669463476199e-08,0.5913114547729492|6.792650886211504e-09,1,1.7772034510699086e-08|Running
-388.9639892578125,633.3495483398438,679.6532592773438|0.8178978562355042,2.7152788462103672e-08,0.5753634572029114|-6.908092764490448e-09,1,-3.737233456035938e-08|Running
-388.9639892578125,633.3510131835938,679.6532592773438|0.8537766933441162,6.775137961767541e-08,0.5206394195556641|-2.337391613593809e-08,1,-9.180110538409281e-08|Running
-388.9639892578125,633.352294921875,679.6532592773438|0.9288097023963928,4.5766107348299556e-08,0.37055712938308716|-2.361660911276431e-08,1,-6.431066168488542e-08|Running
-388.8438415527344,633.3321533203125,679.7012329101562|0.9575712084770203,3.5846053236809894e-08,0.28819674253463745|-2.2214248218688226e-08,1,-5.0570761800372566e-08|Running
-388.5320739746094,633.3864135742188,679.8018188476562|0.9762964248657227,2.6625048832329412e-08,0.21643784642219543|-1.898942336708842e-08,1,-3.7358269366905006e-08|Running
-388.07861328125,633.4412841796875,679.90869140625|0.9859228134155273,1.7907606064682113e-08,0.167200967669487|-1.3933500575546987e-08,1,-2.4941538612210934e-08|Running
-387.56280517578125,633.4663696289062,679.9999389648438|0.9899622201919556,9.464836026040757e-09,0.14133241772651672|-7.681920877189441e-09,1,-1.3160637912790207e-08|Running
-387.04071044921875,634.3318481445312,680.0890502929688|0.9920048713684082,1.1876771788266183e-09,0.12619945406913757|-9.881090390351233e-10,1,-1.6439706262971754e-09|Jumping
-386.51318359375,635.142822265625,680.1611938476562|0.9922530055046082,-6.834764754160005e-09,0.12423364818096161|5.671308311860912e-09,1,9.718722715490458e-09|Freefall
-385.9840393066406,635.8992919921875,680.2276000976562|0.992512047290802,-1.39138531807248e-08,0.12214694917201996|1.144122752094745e-08,1,2.0944421308399797e-08|Freefall
-385.4547424316406,636.6011962890625,680.292724609375|0.992535412311554,-2.030702361821568e-08,0.12195678800344467|1.6516988665671306e-08,1,3.2087807966263426e-08|Freefall
-384.9254455566406,637.2486572265625,680.357666015625|0.9925448298454285,-2.665561993353549e-08,0.1218801885843277|2.154874145787744e-08,1,4.3218904011155246e-08|Freefall
-384.3961181640625,637.8416137695312,680.422607421875|0.9925459623336792,-3.299794570921222e-08,0.12187108397483826|2.6573351519232347e-08,1,5.4341647626188205e-08|Freefall
-383.4698486328125,638.7481079101562,680.5362548828125|0.9925460815429688,-4.4083876105105446e-08,0.12186998873949051|3.5355366634348684e-08,1,7.378392297141545e-08|Freefall
-382.6759033203125,639.392333984375,680.6336669921875|0.9925464987754822,-5.357289722951464e-08,0.12186674028635025|4.287258548174577e-08,1,9.042549464766125e-08|Freefall
-381.0880126953125,640.3128051757812,680.8284912109375|0.9925463795661926,-7.251453837398003e-08,0.12186755239963531|5.7877631576275235e-08,1,1.2364493784389197e-07|Freefall
-380.6910095214844,640.4662475585938,680.8771362304688|0.9963587522506714,-4.334116354698381e-08,0.08525972068309784|3.2656782167350684e-08,1,1.2671038973621762e-07|Freefall
-380.0270080566406,640.6539306640625,680.9366455078125|0.9972109794616699,7.707193816486324e-08,0.07463394105434418|-8.260455786057719e-08,1,7.104326016360574e-08|Freefall
-379.7611083984375,640.7052001953125,680.9566040039062|0.9979551434516907,1.1898508489593951e-07,0.06391804665327072|-1.2174690766642016e-07,1,3.9313906796678566e-08|Freefall
-379.0958557128906,640.773681640625,680.99951171875|0.9993186593055725,1.6017689574709948e-07,0.036908578127622604|-1.5993335011899035e-07,1,-9.551126112228303e-09|Freefall
-378.5883483886719,640.76708984375,681.03173828125|0.9998642802238464,1.5314333268179325e-07,0.01647319085896015|-1.5285702659184608e-07,1,-1.8639079613080867e-08|Freefall
-377.4930725097656,640.5122680664062,681.1011962890625|0.9999972581863403,1.5212310700007947e-07,0.0023403316736221313|-1.5201109704321425e-07,1,-4.803492359428674e-08|Freefall
-377.30377197265625,640.4204711914062,681.1132202148438|0.9999405145645142,1.5185378288151696e-07,-0.010905635543167591|-1.5243350048876891e-07,1,-5.2325408006481666e-08|Freefall
-376.954833984375,640.1959228515625,681.1353759765625|0.9999405145645142,1.5131548991575983e-07,-0.010905898176133633|-1.5203269754238136e-07,1,-6.493379345329231e-08|Freefall
-376.64556884765625,639.9168701171875,681.1549682617188|0.9998833537101746,1.507226130570416e-07,-0.015274394303560257|-1.5191443480944145e-07,1,-7.686663394679272e-08|Freefall
-376.3759460449219,639.5833129882812,681.1720581054688|0.9998833537101746,1.5013024778909312e-07,-0.015274389646947384|-1.5151427135151607e-07,1,-8.94535290285603e-08|Freefall
-376.1459655761719,639.1952514648438,681.1866455078125|0.9998477697372437,1.4951103821658762e-07,-0.017449310049414635|-1.5130866870549653e-07,1,-1.0169987518793278e-07|Freefall
-375.9555969238281,638.752685546875,681.19873046875|0.9998072385787964,1.4886495591781568e-07,-0.019632969051599503|-1.5113096196728293e-07,1,-1.1393457555186615e-07|Freefall
-375.8049011230469,638.255615234375,681.208251953125|0.999657392501831,1.0965349162006532e-07,-0.026173684746026993|-1.1208287986619325e-07,1,-9.135079892530484e-08|Freefall
-375.69384765625,637.7041015625,681.21533203125|0.9995979070663452,5.772809430482084e-08,-0.028355475515127182|-5.940097125289867e-08,1,-5.815427783772975e-08|Freefall
-375.6224365234375,637.0980834960938,681.2198486328125|0.9994646310806274,5.997733865115151e-09,-0.032717809081077576|-6.818380082762587e-09,1,-2.4970985279537672e-08|Freefall
-375.59063720703125,636.4375,681.2218627929688|0.9992289543151855,-4.5460691211474114e-08,-0.039262555539608|4.58089175481291e-08,1,7.96954946480355e-09|Freefall
-375.587890625,635.722412109375,681.2220458984375|0.9990483522415161,-9.672255885107006e-08,-0.04361649975180626|9.85888277682534e-08,1,4.063709013735206e-08|Freefall
-375.5878601074219,634.952880859375,681.2220458984375|0.9988482594490051,-1.1592492654699527e-07,-0.04798116907477379|1.187665716884112e-07,1,5.6373224310846126e-08|Freefall
-375.5878601074219,634.1288452148438,681.2220458984375|0.9985131621360779,-1.0327028832080032e-07,-0.05451131612062454|1.0643125136766685e-07,1,5.508416123234383e-08|Landed
-375.5878601074219,633.7477416992188,681.2220458984375|0.9975640177726746,-9.064630290822606e-08,-0.0697566568851471|9.456967120513582e-08,1,5.294121407928287e-08|Landed
-375.5878601074219,633.8287963867188,681.2220458984375|0.9963827133178711,-7.805586221820704e-08,-0.08497905731201172|8.268726503501966e-08,1,5.098077693332925e-08|Running
-375.5878601074219,633.9186401367188,681.2220458984375|0.9930686354637146,-6.55347704991982e-08,-0.11753588169813156|7.164226190070622e-08,1,4.773792738888005e-08|Running
-375.5878601074219,633.9747924804688,681.2220458984375|0.9866434335708618,-5.312881512509193e-08,-0.16289488971233368|6.109545580557096e-08,1,4.3897102841583546e-08|Running
-375.58782958984375,634.0064697265625,681.2221069335938|0.9571784734725952,1.0547788775738809e-07,-0.28949838876724243|-8.840457610403973e-08,1,7.205196084214549e-08|Running
-375.587890625,634.0238647460938,681.2220458984375|0.9083521366119385,3.357968410000467e-07,-0.418206125497818|-3.058014783619001e-07,1,1.387388266493872e-07|Running
-375.5878601074219,634.0333862304688,681.2219848632812|0.8207630515098572,5.316703095559205e-07,-0.5712687373161316|-4.476535764297296e-07,1,2.8752282332789036e-07|Running
-375.5878601074219,634.03857421875,681.2219848632812|0.6840950846672058,7.818246103852289e-07,-0.7293928265571594|-5.551237336476333e-07,1,5.512354732672975e-07|Running
-375.5877990722656,634.0413818359375,681.221923828125|0.5071433186531067,0.0000010007441915149684,-0.8618617653846741|-5.400825102697127e-07,1,8.433428320131497e-07|Running
-375.5877990722656,634.052001953125,681.2220458984375|0.3365476131439209,9.734683317219606e-07,-0.9416664242744446|-3.597763793550257e-07,1,9.051893812284106e-07|Running
-375.58782958984375,634.0819091796875,681.2221069335938|0.2138841152191162,6.533247187689994e-07,-0.9768590331077576|-1.5150388321671926e-07,1,6.356295330078865e-07|Running
-375.5879211425781,634.1077270507812,681.2221069335938|0.1517219990491867,2.0273120071578887e-07,-0.988423228263855|-2.12498942886441e-08,1,2.018438181039528e-07|Running
-375.5879211425781,634.1233520507812,681.2221069335938|0.14535608887672424,-2.3012638905584026e-08,-0.9893794059753418|1.134665872370988e-08,1,-2.1592660104374772e-08|Running
-375.5879211425781,634.132080078125,681.2221069335938|0.14561796188354492,-8.726730982289155e-08,-0.9893409013748169|1.3149663580236393e-08,1,-8.627205971833973e-08|Running
-375.5879211425781,634.136962890625,681.2221069335938|0.14564822614192963,-1.1150309831009508e-07,-0.9893364310264587|9.946951706751861e-09,1,-1.1124055987465908e-07|Running
-375.5879211425781,634.1395874023438,681.2221069335938|0.14565174281597137,-1.0063163102813633e-07,-0.9893358945846558|5.3834847690836796e-09,1,-1.0092377777937145e-07|Running
-375.5879211425781,634.1409912109375,681.2221069335938|0.1456521600484848,-5.469803099344972e-08,-0.989335834980011|-5.368296918106807e-10,1,-5.536665881322733e-08|Running
-375.5879211425781,634.1422729492188,681.2221069335938|0.1456521898508072,3.7051364643048146e-08,-0.989335834980011|-1.2362364465445808e-08,1,3.563073036616515e-08|Running
-375.58782958984375,634.1369018554688,681.2221069335938|0.004983218852430582,1.4918390434104367e-07,-0.9999876022338867|5.4048192588140864e-09,1,1.4921268132184196e-07|Running
-375.5877685546875,634.1385498046875,681.2221069335938|-0.10280314832925797,2.7491319087857846e-07,-0.9947017431259155|2.2810556998820175e-08,1,2.740200102380186e-07|Running
-375.5877990722656,634.140625,681.2220458984375|-0.23804640769958496,1.8865468121020967e-07,-0.9712537527084351|4.1252107507716573e-08,1,1.841277423864085e-07|Running
-375.5877685546875,634.1365966796875,681.2220458984375|-0.43444645404815674,-1.059718428564338e-07,-0.900697648525238|-2.891763273282777e-08,1,-1.0370703051876262e-07|Running
-375.5877685546875,634.1041259765625,681.2220458984375|-0.48099032044410706,-5.826202453818041e-08,-0.8767259120941162|-2.6955497389735683e-08,1,-5.166573657788831e-08|Running
-375.5877685546875,634.092529296875,681.2220458984375|-0.5037744045257568,-1.7284957465335538e-08,-0.8638352751731873|-1.8424566761154892e-08,1,-9.264652156559805e-09|Running
-375.5877685546875,634.0966796875,681.2220458984375|-0.5187706351280212,2.3433523566041004e-08,-0.8549134731292725|-8.71776695277049e-09,1,3.2700437913035785e-08|Running
-375.6549072265625,634.0904541015625,681.1114501953125|-0.5317680239677429,6.39115285139269e-08,-0.8468900918960571|1.6399460678329092e-09,1,7.443640726023659e-08|Running
-375.83221435546875,634.0935668945312,680.82568359375|-0.5482927560806274,1.0407691775071726e-07,-0.8362864851951599|1.2949887384650083e-08,1,1.1596096527455302e-07|Running
-376.1080017089844,634.1055297851562,680.4013061523438|-0.57178795337677,7.665641277299073e-08,-0.8204014301300049|1.408391980817214e-08,1,8.362174241938192e-08|Running
-376.3976745605469,634.9710083007812,679.9589233398438|-0.5965744256973267,4.97752985495481e-08,-0.8025577664375305|1.4483573451684606e-08,1,5.1254591681981765e-08|Jumping
-376.7068786621094,635.781982421875,679.5264282226562|-0.6139207482337952,5.076990916563773e-08,-0.78936767578125|3.0439199605325484e-08,1,4.064348146926022e-08|Freefall
-377.0335693359375,636.5384521484375,679.10498046875|-0.6258477568626404,1.1651632547682311e-07,-0.7799452543258667|8.351555891294993e-08,1,8.23754007228672e-08|Freefall
-377.3673400878906,637.2403564453125,678.68896484375|-0.6301928162574768,1.3140665089395043e-07,-0.7764386534690857|9.468069350759833e-08,1,9.239565912366743e-08|Freefall
-377.70361328125,637.8878173828125,678.2750244140625|-0.6354325413703918,1.2233786605975183e-07,-0.7721564173698425|8.781029947613206e-08,1,8.617470825811324e-08|Freefall
-378.04248046875,638.4807739257812,677.8631591796875|-0.6358745098114014,1.1934528743040573e-07,-0.7717924118041992|8.41737701762213e-08,1,8.528373030003422e-08|Freefall
-378.3817138671875,639.0192260742188,677.4515380859375|-0.6360539793968201,1.1668839761114214e-07,-0.7716445922851562|8.07010280823306e-08,1,8.469986312320543e-08|Freefall
-378.720947265625,639.503173828125,677.0399169921875|-0.6360752582550049,1.1403840005641541e-07,-0.7716270089149475|7.721430250740013e-08,1,8.413947938379351e-08|Freefall
-379.0601806640625,639.9326171875,676.6282958984375|-0.6360772252082825,1.1139075439814405e-07,-0.7716253995895386|7.37282093155045e-08,1,8.358190228818785e-08|Freefall
-379.3994140625,640.3076171875,676.2166748046875|-0.636078953742981,1.0874536116034506e-07,-0.771623969078064|7.024505066510756e-08,1,8.302485099420664e-08|Freefall
-379.7386474609375,640.6280517578125,675.8050537109375|-0.6360794901847839,1.0610222744844577e-07,-0.7716235518455505|6.676475550193572e-08,1,8.246836813441405e-08|Freefall
-380.077880859375,640.8939819335938,675.3934326171875|-0.636078953742981,1.0346135326244621e-07,-0.771623969078064|6.328730961513429e-08,1,8.191246791966478e-08|Freefall
-380.4171142578125,641.1054077148438,674.9818115234375|-0.6360774636268616,1.0082273860234636e-07,-0.7716252207756042|5.981272721555797e-08,1,8.135712903367676e-08|Freefall
-380.75634765625,641.2623901367188,674.5701904296875|-0.6345492005348206,9.841619430517312e-08,-0.7728824615478516|5.630705146586479e-08,1,8.110754379231366e-08|Freefall
-381.0948181152344,641.3648681640625,674.157958984375|-0.6329231858253479,9.69314797316656e-08,-0.7742145657539368|5.336756814244836e-08,1,8.157158504218387e-08|Freefall
-381.4323425292969,641.412841796875,673.7449340820312|-0.6204253435134888,1.1263629318136736e-07,-0.7842655181884766|5.981249273645517e-08,1,9.630298336560372e-08|Freefall
-381.7635192871094,641.40625,673.326904296875|-0.600771427154541,1.4196849917880172e-07,-0.7994208335876465|7.725595452257039e-08,1,1.1953069645187497e-07|Freefall
-382.0842590332031,641.34521484375,672.9008178710938|-0.594379723072052,1.410930394740717e-07,-0.8041844964027405|8.095524606233084e-08,1,1.1561386514813421e-07|Freefall
-382.3537292480469,641.3331909179688,672.5361938476562|-0.5827689170837402,6.589642964627274e-08,-0.8126379251480103|4.1257251837123476e-08,1,5.150262438746722e-08|Landed
-382.53662109375,641.23779296875,672.2879638671875|-0.5736091732978821,-8.712840227076413e-09,-0.8191291093826294|3.0624514035793027e-09,1,-1.2781246283566361e-08|Landed
-382.6587829589844,641.0838012695312,672.1221923828125|-0.5682061314582825,-8.329051581767999e-08,-0.8228862285614014|-3.442917417828539e-08,1,-7.74440493955808e-08|Running
-382.7573547363281,640.8753051757812,671.9884033203125|-0.5609988570213318,-8.630286885136229e-08,-0.8278166055679321|-3.9246909722123746e-08,1,-7.765657272784665e-08|Running
-382.8323669433594,640.6123046875,671.8865966796875|-0.561000645160675,-8.931266393119586e-08,-0.8278153538703918|-4.473772463597925e-08,1,-7.757137154840166e-08|Running
-382.8462829589844,640.5706787109375,671.8677368164062|-0.5610005855560303,-9.231988684632597e-08,-0.8278154134750366|-5.022367233209479e-08,1,-7.748633379378589e-08|Climbing
-382.8465576171875,640.8883666992188,671.8673706054688|-0.5609998106956482,7.187339434722162e-08,-0.8278159499168396|6.367602622958657e-08,1,4.3670528526718044e-08|Climbing
-382.8465576171875,641.2606811523438,671.8673706054688|-0.560999870300293,6.64571402353431e-08,-0.8278158903121948|6.05326491154301e-08,1,3.9257926687241707e-08|Climbing
-382.91912841796875,641.5634765625,671.7603149414062|-0.5609998106956482,6.104551175667439e-08,-0.8278159499168396|5.7391950747387455e-08,1,3.4849097829692255e-08|Running
-383.1078186035156,641.735107421875,671.4818725585938|-0.560999870300293,5.563850535850179e-08,-0.8278158903121948|5.425393823088598e-08,1,3.0444027743214974e-08|Running
